code,descr,status,picref,catalog1,catalog2,price1,price2,price3,price4,buy1,buy2,buy3,buy4,oldprice1,oldprice2,oldprice3,oldprice4,catgDisplayNum,info
oc82-6,"BET SHEAN 2 (Main Post) - 3.4.58",Catalogue,pic.php?ID=oc82-6,"C1 -- 1 200",11.9.91,3.00,,,,,,,,,,,,5,
oc82-7,"BET SHEAN 4 - 20.4.65",Catalogue,pic.php?ID=oc82-7,"C1 --",11.9.91,3.00,,,,,,,,,,,,5,
oc82-8,"BET SHEAN (A) (Main Post) - 4.12.68 (Paid Cancel)",Catalogue,pic.php?ID=oc82-8,E2,,4.00,,,,,,,,,,,,5,
oc82-9,"BET SHEAN (Main Post) - 1.4.76",Catalogue,pic.php?ID=oc82-9,"D2 -",,4.00,,,,,,,,,,,,5,
oc82-10,"BET SHEAN (Main Post) - 4.7.76 (Paid Cancel)",Catalogue,pic.php?ID=oc82-10,"F -",,5.00,,,,,,,,,,,,5,
oc82-11,"BET SHE'AN 2 - 12.9.91",Catalogue,pic.php?ID=oc82-11,"C1 --",16.4.97,4.00,,,,,,,,,,,,5,
oc82-12,"BET SHE'AN 4 - 12.9.91",Catalogue,pic.php?ID=oc82-12,C1,16.4.97,4.00,,,,,,,,,,,,5,
oc82-13,"BET SHE'AN 5 (Main Post) - 20.5.93",Catalogue,pic.php?ID=oc82-13,"C1 --",16.4.97,4.00,,,,,,,,,,,,5,
oc82-14,"BET SHE'AN 6 (Main Post) - 12.10.93",Catalogue,pic.php?ID=oc82-14,C8a,16.4.97,4.00,,,,,,,,,,,,5,
oc82-15,"BET SHE'AN 1 - 17.4.97",Catalogue,pic.php?ID=oc82-15,"C8 -",,4.00,,,,,,,,,,,,5,
oc82-16,"BET SHE'AN 2 - 17.4.97",Catalogue,pic.php?ID=oc82-16,"C8 -",,4.00,,,,,,,,,,,,5,
oc82-17,"BET SHE'AN 3 - 17.4.97",Catalogue,pic.php?ID=oc82-17,"C8 -",,4.00,,,,,,,,,,,,5,
oc82-18,"BET SHE'AN 4 - 17.4.97",Catalogue,pic.php?ID=oc82-18,"C8 -",,4.00,,,,,,,,,,,,5,
oc82-19,"BET SHE'AN 5 - 17.4.97",Catalogue,pic.php?ID=oc82-19,"C8 -",,4.00,,,,,,,,,,,,5,
oc82-20,"BET SHE'AN 6 - 17.4.97",Catalogue,pic.php?ID=oc82-20,"C8 -",,4.00,,,,,,,,,,,,5,
oc83-1,"BET SEMES (Main Post) - 7.5.53","3 In Stock",pic.php?ID=oc83-1,"C1 --",16.1.58,0.50,,,,cart2.php?Action=Add&Prod=oc83-1&Which=Price,,,,,,,,5,
oc83-2,"BET SEMES I - ?",Catalogue,,"D1 -",.1970,,,,,,,,,,,,,5,
oc83-3,"BET SHEMESH 1 (Main Post) - 17.1.58","1 In Stock",pic.php?ID=oc83-3,"C1 --",19.5.93,0.50,,,,cart2.php?Action=Add&Prod=oc83-3&Which=Price,,,,,,,,5,
oc83-4,"BET SHEMESH 2 (Main Post) - 17.1.58",Catalogue,pic.php?ID=oc83-4,"C1 --",?,3.00,,,,,,,,,,,,5,
oc83-5,"BET SHEMESH (A) (Main Post) - 12.4.64 (Paid Cancel)",Catalogue,pic.php?ID=oc83-5,E2,,4.00,,,,,,,,,,,,5,
oc83-6,"BET SHEMESH 3 - 1.10.65",Catalogue,pic.php?ID=oc83-6,"C1 --",?,3.00,,,,,,,,,,,,5,
oc83-7,"BET SHEMESH 1(D)68 - 4.2.68 (Paid Cancel)",Catalogue,pic.php?ID=oc83-7,"G --",,4.00,,,,,,,,,,,,5,
oc83-8,"BET SHEMESH I - 21.9.70",Catalogue,pic.php?ID=oc83-8,"D2 -",1.1.93,4.00,,,,,,,,,,,,5,
oc83-9,"BET SHEMESH 4 (Main Post) - 22.6.76",Catalogue,pic.php?ID=oc83-9,"C1 -- *",24.10.93,3.00,,,,,,,,,,,,5,
oc83-10,"BET SHEMESH 5 - 12.9.91",Catalogue,pic.php?ID=oc83-10,C1,22.7.96,4.00,,,,,,,,,,,,5,
oc83-11,"BET SHEMESH 6 (Main Post, Givat Sharett) - 12.9.91",Catalogue,pic.php?ID=oc83-11,C1,22.7.96,4.00,,,,,,,,,,,,5,
oc83-12,"BET SHEMESH (Main Post) - 16.12.91",Catalogue,pic.php?ID=oc83-12,"D2 -",,4.00,,,,,,,,,,,,5,
oc83-13,"BET SHEMESH (Main Post) - 16.12.91 (Paid Cancel)",Catalogue,pic.php?ID=oc83-13,"F -",,4.00,,,,,,,,,,,,5,
oc83-14,"BET SHEMESH 1 (Main Post) - 3.1.93",Catalogue,pic.php?ID=oc83-14,"D2 -",,4.00,,,,,,,,,,,,5,
oc83-15,"BET SHEMESH 7 (Main Post) - 20.5.93",Catalogue,pic.php?ID=oc83-15,"C1 --",22.7.96,4.00,,,,,,,,,,,,5,
oc83-16,"BET SHEMESH 8 (Main Post) - 25.10.93",Catalogue,pic.php?ID=oc83-16,C1,22.7.96,4.00,,,,,,,,,,,,5,
oc83-17,"BET SHEMESH 1 (Main Post) - 23.7.96",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc83-18,"BET SHEMESH 2 (Main Post) - 23.7.96",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc83-19,"BET SHEMESH 3 (Main Post) - 23.7.96",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc83-20,"BET SHEMESH 4 (Givat Sharet) - 23.7.96",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc83-21,"BET SHEMESH 5 (Main Post, Bait Vemenuha) - 23.7.96",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc83-22,"BET SHEMESH 6 (Givat Sharett) - 23.7.96",Catalogue,pic.php?ID=oc83-22,"C8 -",,4.00,,,,,,,,,,,,5,
oc83-23,"BET SHEMESH 7 (Main Post) - 23.7.96",Catalogue,pic.php?ID=oc83-23,"C8 -",,4.00,,,,,,,,,,,,5,
oc83-24,"BET SHEMESH 8 (Main Post) - 12.8.99",Catalogue,pic.php?ID=oc83-24,"C8 -",,4.00,,,,,,,,,,,,5,
oc83-25,"BET SHEMESH 9 (Main Post) - 12.8.99",Catalogue,pic.php?ID=oc83-25,"C8 -",,4.00,,,,,,,,,,,,5,
oc84-1,"BEIT SHEARIM - 24.11.49",Catalogue,pic.php?ID=oc84-1,"A + =",31.8.51,2.00,,,,,,,,,,,,5,
oc84-2,"BET SEARIM - 2.9.51","1 In Stock",pic.php?ID=oc84-2,"C1 = --",3.6.53,1.00,,,,cart2.php?Action=Add&Prod=oc84-2&Which=Price,,,,,,,,5,
oc84-3,"BET SARIM - 4.6.53","3 In Stock",pic.php?ID=oc84-3,"C1 --",14.11.61,0.50,,,,cart2.php?Action=Add&Prod=oc84-3&Which=Price,,,,,,,,5,
oc84-4,"BET SHEARIM - 15.11.61","1 In Stock",pic.php?ID=oc84-4,"C1 -- 200",11.9.91,1.50,,,,cart2.php?Action=Add&Prod=oc84-4&Which=Price,,,,,,,,5,
oc84-5,"BET SHE'ARIM - 12.9.91",Catalogue,pic.php?ID=oc84-5,"C1 --",31.3.96,4.00,,,,,,,,,,,,5,
oc85-1,"BENEI BERAQ - (12.7.48)",Unavailable,pic.php?ID=oc85-1,"A --",10.7.51,,,,,,,,,,,,,5,
oc85-2,"BENEI BERAQ - .7.48",Catalogue,pic.php?ID=oc85-2,"A --",10.7.51,,,,,,,,,,,,,5,
oc85-3,"(BENEI BERAQ) - .9.48 (New Year Cancel)","Temp. Sold Out",pic.php?ID=oc85-3,"B -",.9.55,10.00,,,,,,,,,,,,5,
oc85-4,"BNE BRAQ 1 (Main Post) - 11.7.51","Temp. Sold Out",pic.php?ID=oc85-4,"C1 --",28.3.58,1.00,,,,,,,,,,,,5,
oc85-5,"BNE BRAQ 2 (Main Post) - 11.7.51",Catalogue,pic.php?ID=oc85-5,"C1 --",28.3.58,4.00,,,,,,,,,,,,5,
oc85-6,"BNE BRAQ 3 (Main Post) - 11.7.51",Catalogue,pic.php?ID=oc85-6,"C1 --",28.3.58,4.00,,,,,,,,,,,,5,
oc85-7,"BNE BRAQ 4 (Main Post) - 12.1.54",Catalogue,pic.php?ID=oc85-7,"C1 --",28.3.58,4.00,,,,,,,,,,,,5,
oc85-8,"BENEI BERAK (A) (Main Post) - 5.6.55 (Paid Cancel)",Catalogue,pic.php?ID=oc85-8,E2,28.3.58,4.00,,,,,,,,,,,,5,
oc85-9,"BENEI BERAK 5 (Main Post) - 20.8.56","Temp. Sold Out",pic.php?ID=oc85-9,"C1 --",28.3.58,0.50,,,,,,,,,,,,5,
oc85-10,"BENEI BERAK (D)13 (Main Post) - 1.10.56 (Paid Cancel)",Catalogue,pic.php?ID=oc85-10,"G --",31.10.58,5.00,,,,,,,,,,,,5,
oc85-11,"BENEI BERAK 6 (Shikun Hei) - 10.4.57",Catalogue,pic.php?ID=oc85-11,"C1 1",28.3.58,3.00,,,,,,,,,,,,5,
oc85-12,"BENE BERAQ (Main Post) - 25.2.58",Catalogue,pic.php?ID=oc85-12,"D2 -",(30.6.66),4.00,,,,,,,,,,,,5,
oc85-13,"BENE BERAQ 1 (Main Post) - 30.3.58","Temp. Sold Out",pic.php?ID=oc85-13,"C1 --",10.9.96,1.00,,,,,,,,,,,,5,
oc85-14,"BENE BERAQ 2 (Main Post) - 30.3.58",Catalogue,pic.php?ID=oc85-14,"C1 --",10.9.96,30.00,,,,,,,,,,,,5,
oc85-15,"BENE BERAQ 3 (Main Post) - 30.3.58",Catalogue,pic.php?ID=oc85-15,"C1 --",?,3.00,,,,,,,,,,,,5,
oc85-16,"BENE BERAQ 4 (Main Post) - 30.3.58",Catalogue,pic.php?ID=oc85-16,"C1 --",10.9.96,3.00,,,,,,,,,,,,5,
oc85-17,"BENE BERAQ 5 (Main Post) - 30.3.58",Catalogue,pic.php?ID=oc85-17,"C1 --",?,3.00,,,,,,,,,,,,5,
oc85-18,"BENE BERAQ 6 (Shikun Hei) - 30.3.58",Catalogue,pic.php?ID=oc85-18,"C1 1",10.9.96,3.00,,,,,,,,,,,,5,
oc85-19,"BENE BERAQ (A) (Main Post) - 30.3.58 (Paid Cancel)",Catalogue,pic.php?ID=oc85-19,E2,,4.00,,,,,,,,,,,,5,
oc85-20,"BENE BERAQ (D)13 (Main Post) - 2.11.58 (Paid Cancel)",Catalogue,pic.php?ID=oc85-20,"G --",,4.00,,,,,,,,,,,,5,
oc85-21,"BENE BERAQ 7 (Neve Ahiezer) - 16.11.58",Catalogue,pic.php?ID=oc85-21,"C1 2",?,3.00,,,,,,,,,,,,5,
oc85-22,"BENE BERAQ 8 (Main Post) - 14.4.59",Catalogue,pic.php?ID=oc85-22,"C1 --",?,3.00,,,,,,,,,,,,5,
oc85-23,"BENE BERAQ 9 (Rabi Akiva) - 15.7.59",Catalogue,pic.php?ID=oc85-23,"C1 3 9",?,4.00,,,,,,,,,,,,5,
oc85-24,"BENE BERAQ 10 (Shikun Zahal) - 2.6.60",Catalogue,pic.php?ID=oc85-24,"C1 4",10.9.96,2.00,,,,,,,,,,,,5,
oc85-25,"BENE BERAQ (Main Post) - 11.12.60 (Paid Cancel)",Catalogue,pic.php?ID=oc85-25,"F -",,5.00,,,,,,,,,,,,5,
oc85-26,"BENE BERAQ 12 (Rabbi Akiva) - 2.5.61",Catalogue,pic.php?ID=oc85-26,"C1 3 11",10.9.96,3.00,,,,,,,,,,,,5,
oc85-27,"BENE BERAQ 13 (Shikun Viznich) - 8.8.61",Catalogue,pic.php?ID=oc85-27,"C1 6",?,3.00,,,,,,,,,,,,5,
oc85-28,"BENE BERAQ 11 (Pardes Katz) - 9.8.61",Catalogue,pic.php?ID=oc85-28,"C1 5",?,3.00,,,,,,,,,,,,5,
oc85-29,"BENE BERAQ 14 (Be'eri) - 8.7.62",Catalogue,pic.php?ID=oc85-29,"C1 7",10.9.96,3.00,,,,,,,,,,,,5,
oc85-30,"BENE BERAQ 15 (Main Post) - 28.10.62",Catalogue,pic.php?ID=oc85-30,"C1 --",?,3.00,,,,,,,,,,,,5,
oc85-31,"BENE BERAQ 16 - 1.2.67",Catalogue,pic.php?ID=oc85-31,C1,10.9.96,3.00,,,,,,,,,,,,5,
oc85-32,"BENE BERAQ (Main Post) - (13.10.67)",Catalogue,pic.php?ID=oc85-32,"D2 -",,,,,,,,,,,,,,5,
oc85-33,"BENE BERAQ 17 (Hazon Ish) - 16.1.69",Catalogue,pic.php?ID=oc85-33,"C1 8",10.9.96,3.00,,,,,,,,,,,,5,
oc85-34,"BENE BERAQ 18 (Rabi Akiva) - 14.1.70",Catalogue,pic.php?ID=oc85-34,"C1 9",11.9.91,3.00,,,,,,,,,,,,5,
oc85-35,"BENE BERAQ 19 - 1.2.71",Catalogue,pic.php?ID=oc85-35,"C1 10",10.9.96,3.00,,,,,,,,,,,,5,
oc85-36,"BENE BERAQ 20 (Jerusalem) - 10.6.73",Catalogue,pic.php?ID=oc85-36,"C1 20",10.9.96,3.00,,,,,,,,,,,,5,
oc85-37,"BENE BERAQ 21 (Kiryat Herzog) - 3.2.80",Catalogue,pic.php?ID=oc85-37,"C1 21",10.9.96,3.00,,,,,,,,,,,,5,
oc85-38,"BENE-BERAQ (D)506 (Rabbi Akiva) - 2.11.80 (Paid Cancel)",Catalogue,pic.php?ID=oc85-38,"G 9",,4.00,,,,,,,,,,,,5,
oc85-39,"BENE BERAQ - (7.12.80)",Catalogue,,"D3 -",,,,,,,,,,,,,,5,
oc85-40,"BENE BERAQ 1 - .8.88",Catalogue,pic.php?ID=oc85-40,C5,,,,,,,,,,,,,,5,
oc85-41,"BENE BERAQ 2 - .8.88",Catalogue,pic.php?ID=oc85-41,C5,,,,,,,,,,,,,,5,
oc85-42,"BENE BERAQ 5 - ?",Catalogue,pic.php?ID=oc85-42,C5,,,,,,,,,,,,,,5,
oc85-43,"BENE BERAQ 16 - ?",Catalogue,pic.php?ID=oc85-43,C5,,,,,,,,,,,,,,5,
oc85-44,"BNEI BRAK (D)522 (Yeshayahu) - 25.5.89 (Paid Cancel)",Catalogue,pic.php?ID=oc85-44,G,,4.00,,,,,,,,,,,,5,
oc85-45,"BENE BERAQ 22 (Main Post) - 12.6.89",Catalogue,pic.php?ID=oc85-45,"C1 9",10.9.96,3.00,,,,,,,,,,,,5,
oc85-46,"BENE BERAQ 23 (Main Post) - 12.6.89",Catalogue,pic.php?ID=oc85-46,"C1 1",10.9.96,3.00,,,,,,,,,,,,5,
oc85-47,"BENE BERAQ 24 (Main Post) - 12.6.89",Catalogue,pic.php?ID=oc85-47,"C1 1",?,3.00,,,,,,,,,,,,5,
oc85-48,"BENE BERAQ 25 (Main Post) - 12.6.89",Catalogue,pic.php?ID=oc85-48,"C1 1",?,3.00,,,,,,,,,,,,5,
oc85-49,"BENE BERAQ 18 - 12.9.91",Catalogue,pic.php?ID=oc85-49,C1,10.9.96,4.00,,,,,,,,,,,,5,
oc85-50,"BENE BERAQ 26 - 12.9.91",Catalogue,pic.php?ID=oc85-50,C1,10.9.96,4.00,,,,,,,,,,,,5,
oc85-51,"BENE BERAQ 1 (Main Post) - 30.9.92",Catalogue,pic.php?ID=oc85-51,"D2 -",,4.00,,,,,,,,,,,,5,
oc85-52,"BENE BERAQ 2 - 30.9.92",Catalogue,pic.php?ID=oc85-52,"D2 -",,4.00,,,,,,,,,,,,5,
oc85-53,"BENE BERAQ 27 (Main Post) - 11.5.93",Catalogue,pic.php?ID=oc85-53,"C1 --",10.9.96,4.00,,,,,,,,,,,,5,
oc85-54,"BENE BERAQ 1 (Main Post) - 11.9.96 *","1 In Stock",pic.php?ID=oc85-54,"C8 -",,1.00,,,,cart2.php?Action=Add&Prod=oc85-54&Which=Price,,,,,,,,5,
oc85-55,"BENE BERAQ 2 (Main Post) - 11.9.96",Catalogue,pic.php?ID=oc85-55,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-56,"BENE BERAQ 3 (Main Post) - 11.9.96",Catalogue,pic.php?ID=oc85-56,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-57,"BENE BERAQ 4 (Main Post) - 11.9.96",Catalogue,pic.php?ID=oc85-57,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-58,"BENE BERAQ 5 (Main Post) - 11.9.96",Catalogue,pic.php?ID=oc85-58,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-59,"BENE BERAQ 6 (Main Post) - 11.9.96",Catalogue,pic.php?ID=oc85-59,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-60,"BENE BERAQ 7 (Main Post) - 11.9.96",Catalogue,pic.php?ID=oc85-60,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-61,"BENE BERAQ 8 (Main Post) - 11.9.96",Catalogue,pic.php?ID=oc85-61,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-62,"BENE BERAQ 9 (Main Post) - 11.9.96",Catalogue,pic.php?ID=oc85-62,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-63,"BENE BERAQ 10 (Main Post) - 11.9.96",Catalogue,pic.php?ID=oc85-63,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-64,"BENE BERAQ 11 (Main Post) - 11.9.96",Catalogue,pic.php?ID=oc85-64,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-65,"BENE BERAQ 12 (Rabbi Akiva) - 11.9.96",Catalogue,pic.php?ID=oc85-65,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-66,"BENE BERAQ 13 (Rabbi Akiva) - 11.9.96",Catalogue,pic.php?ID=oc85-66,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-67,"BENE BERAQ 14 (Rabbi Akiva) - 11.9.96",Catalogue,pic.php?ID=oc85-67,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-68,"BENE BERAQ 15 (Rabbi Akiva) - 11.9.96",Catalogue,pic.php?ID=oc85-68,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-69,"BENE BERAQ 16 (Rabbi Akiva) - 11.9.96",Catalogue,pic.php?ID=oc85-69,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-70,"BENE BERAQ 17 (Rabbi Akiva) - 11.9.96",Catalogue,pic.php?ID=oc85-70,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-71,"BENE BERAQ 18 (Rabbi Akiva, Rishui Lubinski) - 11.9.96",Catalogue,pic.php?ID=oc85-71,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-72,"BENE BERAQ 19 (Pardes Katz) - 11.9.96",Catalogue,pic.php?ID=oc85-72,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-73,"BENE BERAQ 20 (Pardes Katz) - 11.9.96",Catalogue,pic.php?ID=oc85-73,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-74,"BENE BERAQ 21 (Pardes Katz) - 11.9.96",Catalogue,pic.php?ID=oc85-74,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-75,"BENE BERAQ 22 (Hahalutzim) - 11.9.96",Catalogue,pic.php?ID=oc85-75,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-76,"BENE BERAQ 23 (Yehuda Hanasi) - 7.1.98",Catalogue,pic.php?ID=oc85-76,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-77,"BENE BERAQ 24 (Habanim) - 10.8.99",Catalogue,pic.php?ID=oc85-77,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-78,"BENE BERAQ 25 (Shikun Hei) - 10.8.99",Catalogue,pic.php?ID=oc85-78,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-79,"BENE BERAQ 26 (Hertzel) - 10.8.99",Catalogue,pic.php?ID=oc85-79,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-80,"BENE BERAQ 27 (Chazon Ish) - 10.8.99",Catalogue,pic.php?ID=oc85-80,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-81,"BENE BERAQ 28 (Ramat Aharon) - 10.8.99",Catalogue,pic.php?ID=oc85-81,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-82,"BENE BERAQ 29 (Ramat Elchanan) - 1.1.03",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-83,"BENE BERAQ 30 (Wiznitz) - 1.1.03",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc85-84,"BENE BERAQ 31 (Main Post) - 1.1.03",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc86-1,"BENE YEHUDA - 9.10.83","5 In Stock",pic.php?ID=oc86-1,"C1 --",16.4.97,0.70,,,,cart2.php?Action=Add&Prod=oc86-1&Which=Price,,,,,,,,5,
oc86-2,"BENE YEHUDA 1 - 17.4.97",Catalogue,pic.php?ID=oc86-2,"C8 -",,6.00,,,,,,,,,,,,5,
oc87-1,"BINYAMINA - 1.7.48",Unavailable,pic.php?ID=oc87-1,A,31.7.51,,,,,,,,,,,,,5,
oc87-2,"BINYAMINA - (3.11.48)",Catalogue,pic.php?ID=oc87-2,A,31.7.51,,,,,,,,,,,,,5,
oc87-3,"BINYAMINA 1 (Main Post) - 1.8.51","2 In Stock",pic.php?ID=oc87-3,"C1 --",.5.82,1.00,,,,cart2.php?Action=Add&Prod=oc87-3&Which=Price,,,,,,,,5,
oc87-4,"BINYAMINA 2 (Main Post) - 1.8.51",Catalogue,pic.php?ID=oc87-4,C1,.5.82,4.00,,,,,,,,,,,,5,
oc87-5,"BINYAMINA 3 (Main Post) - 14.4.59",Catalogue,pic.php?ID=oc87-5,"C1 --",7.7.59,4.00,,,,,,,,,,,,5,
oc87-6,"BINYAMINA 3 (Main Post) - 16.8.59",Catalogue,pic.php?ID=oc87-6,"C1 --",.1.68,3.00,,,,,,,,,,,,5,
oc87-7,"BINYAMINA 3 (Main Post) - .1.68",Catalogue,pic.php?ID=oc87-7,C1,11.9.91,1.60,,,,,,,,,,,,5,
oc87-8,"BINYAMINA 1 (Main Post) - 23.5.82",Catalogue,pic.php?ID=oc87-8,C1,11.9.91,1.60,,,,,,,,,,,,5,
oc87-9,"BINYAMINA 2 (Main Post) - 23.5.82",Catalogue,pic.php?ID=oc87-9,C1,11.9.91,1.60,,,,,,,,,,,,5,
oc87-10,"BINYAMINA 1 - 12.9.91",Catalogue,pic.php?ID=oc87-10,"C1 --",16.4.97,4.00,,,,,,,,,,,,5,
oc87-11,"BINYAMINA 2 - 12.9.91",Catalogue,pic.php?ID=oc87-11,"C1 --",16.4.97,4.00,,,,,,,,,,,,5,
oc87-12,"BINYAMINA 3 - 12.9.91",Catalogue,pic.php?ID=oc87-12,"C1 --",16.4.97,4.00,,,,,,,,,,,,5,
oc87-13,"BINYAMINA 1 (Main Post) - 17.4.97",Catalogue,pic.php?ID=oc87-13,"C8 -",,4.00,,,,,,,,,,,,5,
oc87-14,"BINYAMINA 2 (Main Post) - 17.4.97",Catalogue,pic.php?ID=oc87-14,"C8 -",,4.00,,,,,,,,,,,,5,
oc87-15,"BINYAMINA 3 (Main Post) - 17.4.97",Catalogue,pic.php?ID=oc87-15,"C8 -",,4.00,,,,,,,,,,,,5,
oc89-1,"BIKAT ONO - 1.3.50 Bene Atarot",Catalogue,pic.php?ID=oc89-1,"A + --",31.8.51,1.20,,,,,,,,,,,,5,
oc89-2,"BIQAT ONO - 2.9.51 Bene Atarot","3 In Stock",pic.php?ID=oc89-2,"C1 --",11.12.53,1.00,,,,cart2.php?Action=Add&Prod=oc89-2&Which=Price,,,,,,,,5,
oc89-3,"BNE ATAROT - 13.12.53","4 In Stock",pic.php?ID=oc89-3,"C1 --",14.11.61,0.50,,,,cart2.php?Action=Add&Prod=oc89-3&Which=Price,,,,,,,,5,
oc89-4,"BENE ATAROT - 15.11.61","1 In Stock",pic.php?ID=oc89-4,"C1 --",24.9.96,1.50,,,,cart2.php?Action=Add&Prod=oc89-4&Which=Price,,,,,,,,5,
oc89-5,"BENE ATAROT 1 - 25.9.96","1 In Stock",pic.php?ID=oc89-5,"C8 -",,1.00,,,,cart2.php?Action=Add&Prod=oc89-5&Which=Price,,,,,,,,5,
oc89A-1,"BENE AYISH 1 - 5.5.96",Catalogue,pic.php?ID=oc89A-1,"C8 --",,4.00,,,,,,,,,,,,5,
oc90-1,"BENEI ZION - 30.3.54","3 In Stock",pic.php?ID=oc90-1,"C1 --",14.11.61,0.50,,,,cart2.php?Action=Add&Prod=oc90-1&Which=Price,,,,,,,,5,
oc90-2,"BENE ZIYYON - 15.11.61","1 In Stock",pic.php?ID=oc90-2,"C1 --",10.9.96,1.50,,,,cart2.php?Action=Add&Prod=oc90-2&Which=Price,,,,,,,,5,
oc90-3,"BENE ZIYYON 1 - 11.9.96 *","1 In Stock",pic.php?ID=oc90-3,"C8 -",,1.00,,,,cart2.php?Action=Add&Prod=oc90-3&Which=Price,,,,,,,,5,
oc91-1,"BEN SHEMEN - 27.7.48",Catalogue,pic.php?ID=oc91-1,"A --",31.8.51,16.00,,,,,,,,,,,,5,
oc91-2,"BEN SEMEN - 2.9.51","2 In Stock",pic.php?ID=oc91-2,"C1 = *",28.3.55,1.00,,,,cart2.php?Action=Add&Prod=oc91-2&Which=Price,,,,,,,,5,
oc91-3,"BEN SHEMEN - 23.7.57","3 In Stock",pic.php?ID=oc91-3,"C1 --",,0.50,,,,cart2.php?Action=Add&Prod=oc91-3&Which=Price,,,,,,,,5,
oc91A-1,"BASMAT TAB'UN - 3.2.91","5 In Stock",pic.php?ID=oc91A-1,"C1 --",16.2.98,0.80,,,,cart2.php?Action=Add&Prod=oc91A-1&Which=Price,,,,,,,,5,
oc91A-2,"BOSMAT TAB'UN 1 - 17.2.98",Catalogue,pic.php?ID=oc91A-2,"C8 --",,4.00,,,,,,,,,,,,5,
oc92-1,"BOZRA - 29.5.61","2 In Stock",pic.php?ID=oc92-1,"C1 --",11.2.97,0.50,,,,cart2.php?Action=Add&Prod=oc92-1&Which=Price,,,,,,,,5,
oc92-2,"BAZERA 1 - 12.2.97",Catalogue,pic.php?ID=oc92-2,"C8 -",,4.00,,,,,,,,,,,,5,
oc93-1,"BIZZARON - 8.9.63","2 In Stock",pic.php?ID=oc93-1,"C1 --",,0.50,,,,cart2.php?Action=Add&Prod=oc93-1&Which=Price,,,,,,,,5,
oc95-1,"BAREQET - 11.10.77","5 In Stock",pic.php?ID=oc95-1,"C1 --",,0.50,,,,cart2.php?Action=Add&Prod=oc95-1&Which=Price,,,,,,,,5,
oc95A-1,"BAT HEFER 1 - 5.6.06",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc96-1,"BAT YAM - (12.7.48)",Unavailable,pic.php?ID=oc96-1,"A --",31.8.51,,,,,,,,,,,,,5,
oc96-2,"BAT YAM 1 (Main Post) - 2.9.51","3 In Stock",pic.php?ID=oc96-2,"C1 -- 4",?,1.00,,,,cart2.php?Action=Add&Prod=oc96-2&Which=Price,,,,,,,,5,
oc96-3,"BAT YAM 2 (Main Post) - 2.9.51",Catalogue,pic.php?ID=oc96-3,"C1 --",?,4.00,,,,,,,,,,,,5,
oc96-4,"BAT YAM 3 (Main Post) - 31.7.57",Catalogue,pic.php?ID=oc96-4,"C1 --",?,3.50,,,,,,,,,,,,5,
oc96-5,"BAT YAM 4 (Shikun Amidar) - 19.8.58",Catalogue,pic.php?ID=oc96-5,"C1 1",15.11.61,3.00,,,,,,,,,,,,5,
oc96-6,"BAT YAM 5 (Main Post) - 12.6.60",Catalogue,pic.php?ID=oc96-6,"C1 --",?,3.00,,,,,,,,,,,,5,
oc96-7,"BAT YAM (A) (Main Post) - 15.6.60 (Paid Cancel)",Catalogue,pic.php?ID=oc96-7,E2,.6.72,4.00,,,,,,,,,,,,5,
