code,descr,status,picref,catalog1,catalog2,price1,price2,price3,price4,buy1,buy2,buy3,buy4,oldprice1,oldprice2,oldprice3,oldprice4,catgDisplayNum,info
oc57-24,"BE'ER SHEVA' 14 (Telephone Bldg) - 8.2.65",Catalogue,pic.php?ID=oc57-24,"C1 13",?,3.00,,,,,,,,,,,,5,
oc57-25,"BEER SHEVA 15 (Schuna Daled) - 1.7.65",Catalogue,pic.php?ID=oc57-25,"C1 16 200",29.4.97,3.00,,,,,,,,,,,,5,
oc57-26,"BEER SHEVA 16 (Schuna Daled) - 1.7.65",Catalogue,pic.php?ID=oc57-26,"C1 16",19.5.93,3.00,,,,,,,,,,,,5,
oc57-27,"BEER SHEVA 17 (Shikun Hei) - 22.10.68",Catalogue,pic.php?ID=oc57-27,"C1 17",29.4.97,3.00,,,,,,,,,,,,5,
oc57-28,"BEER SHEVA I - 14.9.70",Catalogue,pic.php?ID=oc57-28,"D2 -",(.92),4.00,,,,,,,,,,,,5,
oc57-29,"BEER SHEVA II - 14.9.70",Catalogue,pic.php?ID=oc57-29,"D2 -",(.92),4.00,,,,,,,,,,,,5,
oc57-30,"BEER SHEVA III - 14.9.70",Catalogue,pic.php?ID=oc57-30,"D2 -",,4.00,,,,,,,,,,,,5,
oc57-31,"BEER SHEVA 3(D)80 - 1.2.71 (Paid Cancel)",Catalogue,pic.php?ID=oc57-31,"G 10",,4.00,,,,,,,,,,,,5,
oc57-32,"BEER SHEVA 19 (Oren) - 25.7.71",Catalogue,pic.php?ID=oc57-32,"C1 19",29.4.97,3.00,,,,,,,,,,,,5,
oc57-33,"QIRYA LE MEHQAR GAR'INI-NEGEV - 20.6.68 Beer Sheva (Sites Cancel)","2 In Stock",pic.php?ID=oc57-33,"C2 -- 200",28.7.71,0.70,,,,cart2.php?Action=Add&Prod=oc57-33&Which=Price,,,,,,,,5,
oc57-34,"BEER SHEVA (Kamag) 30 - 29.7.71",Catalogue,pic.php?ID=oc57-34,"C1 30 200",29.4.97,3.00,,,,,,,,,,,,5,
oc57-35,"BEER SHEVA 18 (Ramot) - 7.9.71",Catalogue,pic.php?ID=oc57-35,"C1 18",29.4.97,3.00,,,,,,,,,,,,5,
oc57-36,"BEER SHEVA 21 (Merkaz Hanegev, Bialik, Emek Sara) - 5.3.74",Catalogue,pic.php?ID=oc57-36,"C1 21",?,3.00,,,,,,,,,,,,5,
oc57-37,"BEER SHEVA 7 (Main Post) - 13.5.75",Catalogue,pic.php?ID=oc57-37,"C1 --",?,3.00,,,,,,,,,,,,5,
oc57-38,"BEER SHEVA 9 (Main Post) - 13.5.75",Catalogue,pic.php?ID=oc57-38,"C1 --",28.3.89,3.00,,,,,,,,,,,,5,
oc57-39,"BEER SHEVA 31 (Main Post) - 13.5.75",Catalogue,pic.php?ID=oc57-39,"C1 --",?,3.00,,,,,,,,,,,,5,
oc57-40,"BEER SHEVA 32 (Main Post) - 13.5.75",Catalogue,pic.php?ID=oc57-40,"C1 --",?,3.00,,,,,,,,,,,,5,
oc57-41,"BEER SHEVA 33 (Main Post) - 13.5.75",Catalogue,pic.php?ID=oc57-41,"C1 --",?,3.00,,,,,,,,,,,,5,
oc57-42,"BEER SHEVA 34 (Main Post) - 13.5.75",Catalogue,pic.php?ID=oc57-42,"C1 --",?,3.00,,,,,,,,,,,,5,
oc57-43,"BEER SHEVA 20 (Histadrut) - 24.8.75",Catalogue,pic.php?ID=oc57-43,"C1 20",24.10.93,3.00,,,,,,,,,,,,5,
oc57-44,"BEER SHEVA 22 (Hahistadrut) - 17.2.76",Catalogue,pic.php?ID=oc57-44,"C1 20",?,3.00,,,,,,,,,,,,5,
oc57-45,"BEER SHEVA 38 - (6.2.76)",Catalogue,pic.php?ID=oc57-45,C1,28.3.89,4.00,,,,,,,,,,,,5,
oc57-46,"BEER SHEVA IV - 17.6.80",Catalogue,pic.php?ID=oc57-46,"D2 -",,4.00,,,,,,,,,,,,5,
oc57-47,"BEER SHEVA (D)404 (Schuna Daled) - 21.12.82 (Paid Cancel)",Catalogue,,G,,4.00,,,,,,,,,,,,5,
oc57-48,"BEER SHEVA (D)405 (Hadassah) - 21.12.82 (Paid Cancel)",Catalogue,,G,,4.00,,,,,,,,,,,,5,
oc57-49,"BEER SHEVA 12 (Main Post) - 10.4.84",Catalogue,pic.php?ID=oc57-49,"C1 --",29.4.97,3.00,,,,,,,,,,,,5,
oc57-50,"BEER SHEVA 23 (Hadassah) - 14.10.86",Catalogue,pic.php?ID=oc57-50,"C1 20",29.4.97,3.00,,,,,,,,,,,,5,
oc57-51,"BEER SHEVA 25 (Hadassah) - 14.10.86",Catalogue,pic.php?ID=oc57-51,"C1 20",29.4.97,3.00,,,,,,,,,,,,5,
oc57-52,"BEER SHEVA 5 (Main Post) - 1.3.89",Catalogue,pic.php?ID=oc57-52,"D2 --",,4.00,,,,,,,,,,,,5,
oc57-53,"BEER SHEVA 4 - (15.3.89) (Paid Cancel)",Catalogue,,"F -",,5.00,,,,,,,,,,,,5,
oc57-54,"BEER SHEVA 9 (Main Post) - 29.3.89",Catalogue,pic.php?ID=oc57-54,C1,24.11.92,4.00,,,,,,,,,,,,5,
oc57-55,"BEER SHEVA 38 (Main Post) - 29.3.89",Catalogue,pic.php?ID=oc57-55,C1,24.11.92,4.00,,,,,,,,,,,,5,
oc57-56,"BEER-SHEVA (D)410 (Shikun Hey) - 24.5.89 (Paid Cancel)",Catalogue,pic.php?ID=oc57-56,G,,4.00,,,,,,,,,,,,5,
oc57-57,"BEER SHEVA 24 (Schuna Tet) - 1.2.90",Catalogue,pic.php?ID=oc57-57,"C1 13",29.4.97,3.00,,,,,,,,,,,,5,
oc57-58,"BEER SHEVA 6 (Main Post) - (15.7.91)",Catalogue,,"D2 --",,,,,,,,,,,,,,5,
oc57-59,"BE'ER SHEVA' 40 - 12.9.91",Catalogue,pic.php?ID=oc57-59,"C1 18 *",?,4.00,,,,,,,,,,,,5,
oc57-60,"BE'ER SHEVA' 41 (Hadassah) - 12.9.91",Catalogue,pic.php?ID=oc57-60,"C1 18",29.4.97,4.00,,,,,,,,,,,,5,
oc57-61,"BE'ER SHEVA' 42 (Main Post, Machon Elen) - 12.9.91",Catalogue,pic.php?ID=oc57-61,"C1 18",29.4.97,4.00,,,,,,,,,,,,5,
oc57-62,"BE'ER SHEVA' 43 - 12.9.91",Catalogue,pic.php?ID=oc57-62,"C1 18",?,4.00,,,,,,,,,,,,5,
oc57-63,"BE'ER SHEVA' 44 - 12.9.91",Catalogue,pic.php?ID=oc57-63,"C1 18",?,4.00,,,,,,,,,,,,5,
oc57-64,"BE'ER SHEVA' 45 (Main Post) - 12.9.91",Catalogue,pic.php?ID=oc57-64,"C1 18 --",29.4.97,4.00,,,,,,,,,,,,5,
oc57-65,"BE'ER SHEVA' 46 (Main Post, Nahal Beka, Hashalom) - 12.9.91",Catalogue,pic.php?ID=oc57-65,"C1 18",29.4.97,4.00,,,,,,,,,,,,5,
oc57-66,"BE'ER SHEVA' 47 (Schuna Hei) - 12.9.91",Catalogue,pic.php?ID=oc57-66,"C1 18",29.4.97,4.00,,,,,,,,,,,,5,
oc57-67,"BE'ER SHEVA' 48 (Main Post, Shchuna Yud'Alef) - 12.9.91",Catalogue,pic.php?ID=oc57-67,"C1 18",29.4.97,4.00,,,,,,,,,,,,5,
oc57-68,"BE'ER SHEVA' 49 (Main Post, B.G. University) - 16.4.92",Catalogue,pic.php?ID=oc57-68,"C1 -- 3",29.4.97,4.00,,,,,,,,,,,,5,
oc57-69,"BE'ER SHEVA' 2 (Main Post) - 30.9.92",Catalogue,pic.php?ID=oc57-69,"D2 -",,4.00,,,,,,,,,,,,5,
oc57-70,"BE'ER SHEVA' 9 (Main Post, Palmach) - 25.11.92",Catalogue,pic.php?ID=oc57-70,C1,29.4.97,4.00,,,,,,,,,,,,5,
oc57-71,"BE'ER SHEVA' 38 - 25.11.92",Catalogue,pic.php?ID=oc57-71,C1,1.2.98,4.00,,,,,,,,,,,,5,
oc57-72,"BE'ER SHEVA' 50 (Schuna Daled) - 20.5.93",Catalogue,pic.php?ID=oc57-72,C1,29.4.97,4.00,,,,,,,,,,,,5,
oc57-73,"BE'ER SHEVA' 51 (Histadrut) - 25.10.93",Catalogue,pic.php?ID=oc57-73,C8a,?,4.00,,,,,,,,,,,,5,
oc57-74,"BEER SHEVA 1 (Main Post) - 8.12.93",Catalogue,pic.php?ID=oc57-74,"D2 -",,4.00,,,,,,,,,,,,5,
oc57-75,"BE'ER SHEVA' 55 (Main Post) - 28.12.94",Catalogue,pic.php?ID=oc57-75,"C1 --",29.4.97,4.00,,,,,,,,,,,,5,
oc57-76,"BE'ER SHEVA' 56 (Main Post) - 28.12.94",Catalogue,pic.php?ID=oc57-76,"C1 --",29.4.97,4.00,,,,,,,,,,,,5,
oc57-77,"BE'ER SHEVA' 1 (Beit Miyun) - 25.4.95 (Paid Cancel)",Catalogue,pic.php?ID=oc57-77,"F -",,5.00,,,,,,,,,,,,5,
oc57-78,"BE'ER SHEVA' 1 (Main Post, Kuseife) - 30.4.97",Catalogue,pic.php?ID=oc57-78,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-79,"BE'ER SHEVA' 2 (Grand Kenyon)) - 30.4.97",Catalogue,pic.php?ID=oc57-79,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-80,"BE'ER SHEVA' 3 (Neve Noi) - 30.4.97",Catalogue,pic.php?ID=oc57-80,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-81,"BE'ER SHEVA' 4 (Main Post, Kenyon Aviya) - 30.4.97",Catalogue,pic.php?ID=oc57-81,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-82,"BE'ER SHEVA' 5 (Main Post, Bet Noam) - 30.4.97",Catalogue,pic.php?ID=oc57-82,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-83,"BE'ER SHEVA' 6 (Main Post) - 30.4.97",Catalogue,pic.php?ID=oc57-83,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-84,"BE'ER SHEVA' 7 (Machon Elen) - 30.4.97",Catalogue,pic.php?ID=oc57-84,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-85,"BE'ER SHEVA' 8 (Shchuna Yud'Alef) - 30.4.97",Catalogue,pic.php?ID=oc57-85,"C8 5",,4.00,,,,,,,,,,,,5,
oc57-86,"BE'ER SHEVA' 9 (Palmach) - 30.4.97",Catalogue,pic.php?ID=oc57-86,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-87,"BE'ER SHEVA' 10 (Hashalom) - 30.4.97",Catalogue,pic.php?ID=oc57-87,"C8 10",,4.00,,,,,,,,,,,,5,
oc57-88,"BE'ER SHEVA' 11 (Kamat) - 30.4.97",Catalogue,pic.php?ID=oc57-88,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-89,"BE'ER SHEVA' 12 (Main Post) - 30.4.97",Catalogue,pic.php?ID=oc57-89,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-90,"BE'ER SHEVA' 13 (Ramot) - 30.4.97",Catalogue,pic.php?ID=oc57-90,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-91,"BE'ER SHEVA' 14 (B.G. University) - 30.4.97",Catalogue,pic.php?ID=oc57-91,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-92,"BE'ER SHEVA' 15 (Shikun Daled) - 30.4.97",Catalogue,pic.php?ID=oc57-92,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-93,"BE'ER SHEVA' 16 (Shikun Hei) - 30.4.97",Catalogue,pic.php?ID=oc57-93,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-94,"BE'ER SHEVA' 17 (Shikun Hei) - 30.4.97",Catalogue,pic.php?ID=oc57-94,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-95,"BE'ER SHEVA' 18 (Mahane Yafa) - 30.4.97",Catalogue,pic.php?ID=oc57-95,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-96,"BE'ER SHEVA' 19 (Shikun Vav) - 30.4.97",Catalogue,pic.php?ID=oc57-96,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-97,"BE'ER SHEVA' 20 (Hadassah) - 30.4.97",Catalogue,pic.php?ID=oc57-97,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-98,"BE'ER SHEVA' 21 (Main Post) - 30.4.97",Catalogue,pic.php?ID=oc57-98,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-99,"BE'ER SHEVA' 22 (Hadassah) - 30.4.97",Catalogue,pic.php?ID=oc57-99,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-100,"BE'ER SHEVA' 23 (Hadassah) - 30.4.97",Catalogue,pic.php?ID=oc57-100,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-101,"BE'ER SHEVA' 24 (Schuna Tet) - 30.4.97",Catalogue,pic.php?ID=oc57-101,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-102,"BE'ER SHEVA' 25 (Neve Menachem) - 30.4.97",Catalogue,pic.php?ID=oc57-102,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-103,"BE'ER SHEVA' 26 (Hashalom) - 30.4.97",Catalogue,pic.php?ID=oc57-103,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-104,"BE'ER SHEVA' 27 (Main Post) - 30.4.97",Catalogue,pic.php?ID=oc57-104,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-105,"BE'ER SHEVA' 28 (Main Post) - 30.4.97",Catalogue,pic.php?ID=oc57-105,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-106,"BE'ER SHEVA' 51 (Shikun Daled) - 30.4.97",Catalogue,pic.php?ID=oc57-106,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-107,"BE'ER SHEVA' 29 (Hadassah) - 2.2.98",Catalogue,pic.php?ID=oc57-107,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-108,"BE'ER SHEVA' 30 (Main Post, Neve Zeev) - 2.2.98",Catalogue,pic.php?ID=oc57-108,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-109,"BE'ER SHEVA' 31 (Main Post) - 2.2.98",Catalogue,pic.php?ID=oc57-109,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-110,"BE'ER SHEVA' 32 (Shchuna Yud Alef) - 2.2.98",Catalogue,pic.php?ID=oc57-110,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-111,"BE'ER SHEVA' 33 (Main Post) - 21.4.98",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-112,"BE'ER SHEVA' 34 (Main Post) - 21.4.98",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-113,"BE'ER SHEVA' 35 (Neve Noi) - 12.8.99",Catalogue,pic.php?ID=oc57-113,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-114,"BE'ER SHEVA' 36 (Main Post) - 12.8.99",Catalogue,pic.php?ID=oc57-114,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-115,"BE'ER SHEVA' 37 (Main Post) - 12.8.99",Catalogue,pic.php?ID=oc57-115,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-116,"BE'ER SHEVA' 38 (Main Post) - 12.8.99",Catalogue,pic.php?ID=oc57-116,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-117,"BE'ER SHEVA' 39 (Shikun Daled) - 12.8.99",Catalogue,pic.php?ID=oc57-117,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-118,"BE'ER SHEVA' 40 (Main Post) - 25.9.00",Catalogue,pic.php?ID=oc57-118,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-119,"BE'ER SHEVA' 41 (Main Post) - 25.9.00",Catalogue,pic.php?ID=oc57-119,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-120,"BE'ER SHEVA' 42 (Main Post) - 25.9.00",Catalogue,pic.php?ID=oc57-120,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-121,"BE'ER SHEVA' 43 (Main Post) - 25.9.00",Catalogue,pic.php?ID=oc57-121,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-122,"BE'ER SHEVA' 44 (B.G. University) - 25.9.00",Catalogue,pic.php?ID=oc57-122,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-123,"BE'ER SHEVA' 45 (Main Post) - 25.9.00",Catalogue,pic.php?ID=oc57-123,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-124,"BE'ER SHEVA' 46 (Main Post) - 25.9.00",Catalogue,pic.php?ID=oc57-124,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-125,"BE'ER SHEVA' 47 (Hanesi'im) - 7.8.01",Catalogue,pic.php?ID=oc57-125,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-126,"BE'ER SHEVA' 48 (Shchuna Yud Alef) - 7.8.01",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-127,"BE'ER SHEVA' 49 (Main Post, Hura) - 7.8.01",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-128,"BEER SHEVA 52 (Main Post) - 4.6.06",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-129,"BE'ER SHEVA' 53 (Main Post) - 4.6.06",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-130,"BE'ER SHEVA' 54 (Main Post) - 4.6.06",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc57-131,"BE'ER SHEVA' 55 (Main Post) - 4.6.06",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc58-1,"BU'EINA - 13.4.75 Bu'eine Nujeidat","3 In Stock",pic.php?ID=oc58-1,"C1 --",10.4.91,0.50,,,,cart2.php?Action=Add&Prod=oc58-1&Which=Price,,,,,,,,5,
oc58-2,"BUEINA-NUJEDAT - 11.4.91","6 In Stock",pic.php?ID=oc58-2,"C1 --",16.4.97,0.80,,,,cart2.php?Action=Add&Prod=oc58-2&Which=Price,,,,,,,,5,
oc58-3,"BUEINE-NAJIDAT 1 - 17.4.97",Catalogue,pic.php?ID=oc58-3,"C8 -",,4.00,,,,,,,,,,,,5,
oc59-1,"BET Ha-HOLIM ASAF Ha-ROFE - 9.7.72 (Hospitals Cancel)","3 In Stock",pic.php?ID=oc59-1,"C2 --",28.9.94,0.60,,,,cart2.php?Action=Add&Prod=oc59-1&Which=Price,,,,,,,,5,
oc60-1,"BEIT HOLIM BEILINSON - 25.4.55 (Hospitals Cancel)","1 In Stock",pic.php?ID=oc60-1,"C1 --",14.11.61,0.60,,,,cart2.php?Action=Add&Prod=oc60-1&Which=Price,,,,,,,,5,
oc60-2,"BET HA-HOLIM BEILINSON - 15.11.61 (Hospitals Cancel)","1 In Stock",pic.php?ID=oc60-2,"C1 --",28.9.94,1.50,,,,cart2.php?Action=Add&Prod=oc60-2&Which=Price,,,,,,,,5,
oc61-1,"TEL HASOMER - 1.1.54 (Hospitals Cancel)","3 In Stock",pic.php?ID=oc61-1,"C1 --",14.11.61,0.60,,,,cart2.php?Action=Add&Prod=oc61-1&Which=Price,,,,,,,,5,
oc61-2,"BET HA-HOLIM TEL HA-SHOMER - 15.11.61 (Hospitals Cancel)","1 In Stock",pic.php?ID=oc61-2,"C1 --",11.2.97,1.50,,,,cart2.php?Action=Add&Prod=oc61-2&Which=Price,,,,,,,,5,
oc62-1,"BI'NA - 12.3.78","6 In Stock",pic.php?ID=oc62-1,"C1 = --",16.4.97,0.50,,,,cart2.php?Action=Add&Prod=oc62-1&Which=Price,,,,,,,,5,
oc62-2,"BI'NE 1 - 17.4.97",Catalogue,pic.php?ID=oc62-2,"C8 -",,4.00,,,,,,,,,,,,5,
oc63-1,"BIR ELMAKSUR - 1.4.73","2 In Stock",pic.php?ID=oc63-1,"C1 --",16.4.97,0.50,,,,cart2.php?Action=Add&Prod=oc63-1&Which=Price,,,,,,,,5,
oc63-2,"BIR EL-MAKSUR 1 - 17.4.97",Catalogue,pic.php?ID=oc63-2,"C8 -",,4.00,,,,,,,,,,,,5,
oc63-3,"BIR EL-MAKSUR 2 - 10.12.02",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc65-1,"BET OREN - 10.2.71","3 In Stock",pic.php?ID=oc65-1,"C1 --",11.9.91,0.50,,,,cart2.php?Action=Add&Prod=oc65-1&Which=Price,,,,,,,,5,
oc65-2,"BET OREN - 12.9.91",Catalogue,pic.php?ID=oc65-2,"C1 --",16.2.98,4.00,,,,,,,,,,,,5,
oc65-3,"BET OREN 1 - 17.2.98",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc68-1,"BEIT BERL - 1.2.56","2 In Stock",pic.php?ID=oc68-1,"C1 --",14.11.61,0.50,,,,cart2.php?Action=Add&Prod=oc68-1&Which=Price,,,,,,,,5,
oc68-2,"BET BERL - 15.11.61","1 In Stock",pic.php?ID=oc68-2,"C1 --",10.9.96,1.50,,,,cart2.php?Action=Add&Prod=oc68-2&Which=Price,,,,,,,,5,
oc68-3,"BET BERL 1 - 11.9.96 *","1 In Stock",pic.php?ID=oc68-3,"C8 -",,1.00,,,,cart2.php?Action=Add&Prod=oc68-3&Which=Price,,,,,,,,5,
oc70-1,"BET GAN - 15.6.64","4 In Stock",pic.php?ID=oc70-1,"C1 --",16.4.97,0.40,,,,cart2.php?Action=Add&Prod=oc70-1&Which=Price,,,,,,,,5,
oc70-2,"BET JANN 1 - 17.4.97",Catalogue,,"C8 -",,4.00,,,,,,,,,,,,5,
oc71-1,"BETH DAGON - 16.2.50 Bet Dagan",Catalogue,pic.php?ID=oc71-1,"A =",31.7.51,1.20,,,,,,,,,,,,5,
oc71-2,"BET DAGON - 1.8.51 Bet Dagan","2 In Stock",pic.php?ID=oc71-2,"C1 --",4.9.53,1.00,,,,cart2.php?Action=Add&Prod=oc71-2&Which=Price,,,,,,,,5,
oc71-3,"BET DAGAN - 6.9.53","3 In Stock",pic.php?ID=oc71-3,"C1 --",14.1.59,0.50,,,,cart2.php?Action=Add&Prod=oc71-3&Which=Price,,,,,,,,5,
oc71-4,"BET DAGAN 1 - 15.1.59",Catalogue,pic.php?ID=oc71-4,"C1 --",?,3.00,,,,,,,,,,,,5,
oc71-5,"BET DAGAN 2 - 15.1.59",Catalogue,pic.php?ID=oc71-5,"C1 --",24.9.96,3.00,,,,,,,,,,,,5,
oc71-6,"BET DAGAN 3 - 2.4.78",Catalogue,pic.php?ID=oc71-6,"C1 -- 2",24.9.96,3.00,,,,,,,,,,,,5,
oc71-7,"BET DAGAN (A) (Main Post) - 12.4.83 (Paid Cancel)",Catalogue,pic.php?ID=oc71-7,E2,,4.00,,,,,,,,,,,,5,
oc71-8,"BET DAGAN 1 - 25.9.96","1 In Stock",pic.php?ID=oc71-8,"C8 -",,1.00,,,,cart2.php?Action=Add&Prod=oc71-8&Which=Price,,,,,,,,5,
oc71-9,"BET DAGAN 2 - 25.9.96",Catalogue,pic.php?ID=oc71-9,"C8 -",,4.00,,,,,,,,,,,,5,
oc71-10,"BET DAGAN 3 - 25.9.96",Catalogue,pic.php?ID=oc71-10,"C8 -",,4.00,,,,,,,,,,,,5,
oc72-1,"BEIT HASHITA - (13.7.48)",Unavailable,pic.php?ID=oc72-1,"A --",14.12.50,,,,,,,,,,,,,5,
oc72-2,"BET HA-SHITTA - 18.2.62","2 In Stock",pic.php?ID=oc72-2,"C1 --",11.10.93,0.50,,,,cart2.php?Action=Add&Prod=oc72-2&Which=Price,,,,,,,,5,
oc72-3,"BET HASHITTA 1 - 12.10.93",Catalogue,pic.php?ID=oc72-3,C1,16.2.98,4.00,,,,,,,,,,,,5,
oc72-4,"BET HASHITTA 1 - 17.2.98",Catalogue,pic.php?ID=oc72-4,"C8 -",,4.00,,,,,,,,,,,,5,
oc75-1,"BET HANAN - 23.3.59","2 In Stock",pic.php?ID=oc75-1,"C1 --",24.9.00,0.50,,,,cart2.php?Action=Add&Prod=oc75-1&Which=Price,,,,,,,,5,
oc75-2,"BET HANAN 1 - 25.9.00 *","3 In Stock",pic.php?ID=oc75-2,"C8 -",,1.30,,,,cart2.php?Action=Add&Prod=oc75-2&Which=Price,,,,,,,,5,
oc76-1,"BET YEHOSHUA - 11.12.60","2 In Stock",pic.php?ID=oc76-1,"C1 --",,0.50,,,,cart2.php?Action=Add&Prod=oc76-1&Which=Price,,,,,,,,5,
oc77-1,"BEIT YIZHAK - 22.9.50 Beit Yitzhak-Sha'ar Hefer",Catalogue,pic.php?ID=oc77-1,"A =",31.7.51,1.20,,,,,,,,,,,,5,
oc77-2,"BET YICHAQ - 1.8.51 Beit Yitzhak-Sha'ar Hefer","2 In Stock",pic.php?ID=oc77-2,"C1 = --",14.11.61,1.00,,,,cart2.php?Action=Add&Prod=oc77-2&Which=Price,,,,,,,,5,
oc77-3,"BET YIZHAQ - 15.11.61 Beit Yitzhak-Sha'ar Hefer","1 In Stock",pic.php?ID=oc77-3,"C1 --",22.9.92,1.50,,,,cart2.php?Action=Add&Prod=oc77-3&Which=Price,,,,,,,,5,
oc77-4,"SHAAR HEFER - 7.12.69 Beit Yitzhak-Sha'ar Hefer","2 In Stock",pic.php?ID=oc77-4,"C1 --",22.9.92,0.50,,,,cart2.php?Action=Add&Prod=oc77-4&Which=Price,,,,,,,,5,
oc77-5,"BET YIZHAQ-SHAAR HEFER 1 - 23.9.92","3 In Stock",pic.php?ID=oc77-5,"C1 --",11.2.97,0.80,,,,cart2.php?Action=Add&Prod=oc77-5&Which=Price,,,,,,,,5,
oc77-6,"BET YIZHAQ-SHA'AR HEFER 2 - 23.9.92",Catalogue,,C1,11.2.97,3.00,,,,,,,,,,,,5,
oc77-7,"BET YIZHAQ-SHA'AR HEFER 1 - 12.2.97",Catalogue,pic.php?ID=oc77-7,"C8 -",,4.00,,,,,,,,,,,,5,
oc77-8,"BET YIZHAQ-SHA'AR HEFER 2 - 12.2.97",Catalogue,pic.php?ID=oc77-8,"C8 -",,4.00,,,,,,,,,,,,5,
oc80-1,"NEVE JA'AR - 24.11.49 Bet Lehem Ha-Gelilit",Catalogue,pic.php?ID=oc80-1,"A = --",31.8.51,1.20,,,,,,,,,,,,5,
oc80-2,"NVE YAAR - 2.9.51 Bet Lehem Ha-Gelilit","1 In Stock",pic.php?ID=oc80-2,"C1 --",27.10.52,1.00,,,,cart2.php?Action=Add&Prod=oc80-2&Which=Price,,,,,,,,5,
oc80-3,"BET LEHEM HAGLILIT - 28.10.52","2 In Stock",pic.php?ID=oc80-3,"C1 --",24.8.59,1.00,,,,cart2.php?Action=Add&Prod=oc80-3&Which=Price,,,,,,,,5,
oc80-4,"BET LEHEM HA-GELILIT - 25.8.59","2 In Stock",pic.php?ID=oc80-4,"C1 --",.10.88,1.60,,,,cart2.php?Action=Add&Prod=oc80-4&Which=Price,,,,,,,,5,
oc80-5,"BET LEHEM HA-GELILIT - .10.88",Catalogue,pic.php?ID=oc80-5,C1,31.3.96,1.60,,,,,,,,,,,,5,
oc82-1,"BEIT SHEAN - 2.11.49",Catalogue,pic.php?ID=oc82-1,"A + --",31.7.51,2.00,,,,,,,,,,,,5,
oc82-2,"BET SAN 1 (Main Post) - 1.8.51","Temp. Sold Out",pic.php?ID=oc82-2,"C1 --",2.4.58,1.00,,,,,,,,,,,,5,
oc82-3,"BET SAN 2 (Main Post) - 1.8.51",Catalogue,pic.php?ID=oc82-3,"C1 --",2.4.58,4.00,,,,,,,,,,,,5,
oc82-4,"BET SHEAN 3 (Main Post) - 3.3.58","Temp. Sold Out",pic.php?ID=oc82-4,"C1 --",11.10.93,1.00,,,,,,,,,,,,5,
oc82-5,"BET SHEAN 1 (Main Post) - 3.4.58",Catalogue,pic.php?ID=oc82-5,"C1 --",16.4.97,3.00,,,,,,,,,,,,5,
